Company Name,Names,Sales Package,Model Number,Model Name,Type,Bluetooth,Memory Card Slot,Configuration,Power Output (RMS),Color,Wired/Wireless,Subwoofer,Wall Mountable Satellite,Built-in Fm Radio,Outdoor Usage,Frequency Response,Power Source,Impedance,Portable,Width,Height,Depth,Cable Length,Satellite Depth,Satellite Height,Satellite Width,Satellite Weight,Subwoofer Weight,Subwoofer Depth,Subwoofer Height,Subwoofer Width,Center Satellite Weight,Center Satellite Depth,Center Satellite Height,Center Satellite Width,Tweeter Diameter,Warranty Summary,Covered in Warranty,Domestic Warranty,Not Covered in Warranty,Warranty Service Type,International Warranty,Driver Size,Chassis Material,Other Features,Remote Control Support,Controls,Separation,Power Input,Sensitivity,Coverage Pattern,Other System Requirements,Technology Used,Price,Reviews,Ratings Count,Ratings,Five Stars,Four Stars,Three Stars,Two Stars,One Stars,Links
SAREGAMA,"SAREGAMA Carvaan Premium Marathi 10 W Bluetooth Home Theatre  (Royal Blue, Stereo Channel)","1 Music Player, 1 Charger, 1 User Manual, 1 Remote",Carvaan Premium SC230,Carvaan Premium Marathi,Home Theatre,Yes,No,Stereo,10 W,Blue,Wireless,,No,Yes,Yes,200-10000 Hz,"AC Adapter, Battery",4 ohms,,28.9 cm,22.9 cm,8.4 cm,,,,,,,,,,,,,,,1 Year in-home warranty support (Domestic),Warranty of the product is limited to manufacturing defects only,1 Year,,,,,Yes Chassis,,Yes,REMOTE & APPLICATION,,,,,,,"₹7,090",39 Reviews,502,4.3,334,98,19,10,41,https://www.flipkart.com/saregama-carvaan-premium-marathi-10-w-bluetooth-home-theatre/p/itm34702b57a195e?pid=ACCG36KH54PTXSXH&lid=LSTACCG36KH54PTXSXHTXNYSE&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_7_248&otracker=browse&fm=organic&iid=en_EqrS7CYUuJIPpvWs1va96WaxUi8uBRAzoAl8DVxYd0HG_5za8ZxdOMnA_ZTXn1ga-40ytOR9WmRiywHEsBR0hA%3D%3D&ppt=None&ppn=None&ssid=6cf8vd8ka80000001701147823343
PHILIPS,"PHILIPS MMS2550B/94 Dhoom 28 W Bluetooth Home Theatre  (Black, 2.1 Channel)","1 Speaker, Charging Cable, Remote Control, User Manual, Warranty Card",MMS2550B/94(Dhoom Bluetooth),MMS2550B/94 Dhoom,Home Theatre,Yes,Yes,2.1,28 W,Black,,1,No,,,20 - 20000,AC Adaptor,"4 ohm (Satellites), 8 ohm (Subwoofer)",,21 cm,40.9 cm,31.5 cm,,,,,,,,,,,,,,,1 Year,,1 Year,,,,,"No, Plastic Chassis",,,,,,,,,Digital Audio,"₹4,069","5,169 Reviews","42,117",4.2,"24,087","9,439","3,565","1,480","3,546",https://www.flipkart.com/philips-mms2550b-94-dhoom-28-w-bluetooth-home-theatre/p/itm51dc14e055eee?pid=HTHF8RWJSWGSYUTM&lid=LSTHTHF8RWJSWGSYUTMMLAEJL&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_7_249&otracker=browse&fm=organic&iid=625e16c7-c2a7-451c-8f2f-37f69972f75d.HTHF8RWJSWGSYUTM.SEARCH&ppt=None&ppn=None&ssid=6cf8vd8ka80000001701147823343
etmax,"etmax NANO SHARK AQUA Bluetooth 35 W Bluetooth Home Theatre  (AQUA, Stereo Channel)","Speaker, Remote,",NANO SHARK Aqua ET-1616 Bluetooth,NANO SHARK AQUA Bluetooth,Home Theatre,Yes,Yes,Stereo,35 W,Blue,Wireless,,,Yes,,20-200 Hz,220V AC,4 ohms,,11 cm,20 cm,16.5 cm,2.5 m,,,,,,,,,,,,,,,Manufacturing Defects,6 Months,Breakage and Mishandling,Customer needs to send the product to service center.,,"4""",Wooden Chassis,,YES,,,,,,,,"₹1,099",5 Reviews,69,4,42,8,6,5,8,https://www.flipkart.com/etmax-nano-shark-aqua-bluetooth-35-w-home-theatre/p/itm8082d37594115?pid=ACCG9UKMMYH7VYND&lid=LSTACCG9UKMMYH7VYNDSZP4GY&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_7_250&otracker=browse&fm=organic&iid=625e16c7-c2a7-451c-8f2f-37f69972f75d.ACCG9UKMMYH7VYND.SEARCH&ppt=None&ppn=None&ssid=6cf8vd8ka80000001701147823343
Hivi,"Hivi M1000MKIII 70 W Bluetooth Home Theatre  (Brown, Black, 2.0 Channel)","2.0 Bookshelf Speaker, Cable, mannul, Remote",M1000MKIII,,Home Theatre,Yes,,2.0,70 W,"Brown, Black",Wired,,,,,,,,,29 cm,47 cm,35 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"₹16,990",,,,,,,,,https://www.flipkart.com/hivi-m1000mkiii-70-w-bluetooth-home-theatre/p/itm97103521714fc?pid=ACCG4TW4FVY2QE3F&lid=LSTACCG4TW4FVY2QE3FZXE4DE&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_7_251&otracker=browse&fm=organic&iid=en_EqrS7CYUuJIPpvWs1va96WaxUi8uBRAzoAl8DVxYd0E5ug1VuvUc6CFmMBLXpsSvh1m8h2FQSmREMuMuWlm6WQ%3D%3D&ppt=None&ppn=None&ssid=6cf8vd8ka80000001701147823343
Target,"Target TARGET TT-D5196 5.1 MULTIMEDIA SPEAKERS WITH COPPER TRANSFORMER 5.25"" SUB 155 W Bluetooth Home Theatre  (Black, 5.1 Channel)","SUBWOOFER - 1 NO., SPEAKERS - 5, REMOTE - 1",D5196,"TARGET TT-D5196 5.1 MULTIMEDIA SPEAKERS WITH COPPER TRANSFORMER 5.25"" SUB",Home Theatre,Yes,No,5.1,155 W,Black,Wired,1,Yes,Yes,No,,,,,30 cm,70 cm,30 cm,,,,,,,,,,,,,,,6 MONTHS FROM THE DATE OF PURCHASE,MANUFACTURING DEFECTS,6 Months,DAMAGED ITEMS ARE NOT COVERED UNDER WARRANTY,"SERVICE RELATED QUERIES : CHENNAI, TAMIL NADU, maktechkraftindia@gmail.com, CUSTOMER CARE NO : 8333895000 (10 AM TO 5 PM FROM MONDAY TO FRIDAY)",,5.25,,,YES,,,,,,,,"₹3,299",0 Reviews,14,3.9,,,,,,https://www.flipkart.com/target-tt-d5196-5-1-multimedia-speakers-copper-transformer-5-25-sub-155-w-bluetooth-home-theatre/p/itm5a004733b8a17?pid=ACCGJS88XEFQV2JD&lid=LSTACCGJS88XEFQV2JDVCPACV&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_7_252&otracker=browse&fm=organic&iid=en_EqrS7CYUuJIPpvWs1va96WaxUi8uBRAzoAl8DVxYd0Hwfdme_Ekp92sUYyKWXu7-Yg71oOkhrcoN4aDPaiK2Mg%3D%3D&ppt=None&ppn=None&ssid=6cf8vd8ka80000001701147823343
Gadget-Wagon,"Gadget-Wagon 12"" 120 W RMS Bluetooth Trolley Speaker USB, FM Radio, 2 Wireless Mics for Karaoke, Recording Option,Echo Control 120 W Bluetooth Home Theatre  (Black, 2.1 Channel)","1 SPEAKER SET, 2 WIRELESS MICS, 1 REMOTE","12"" 120 W RMS Bluetooth Trolley Speaker USB, FM Radio, 2 Wireless Mics for Karaoke, Recording Option,Echo Control",,Home Theatre,Yes,Yes,2.1,120 W,Black,Wired,1,,Yes,Yes,20 HZ- 20 KHZ,220v,4,,44 cm,70 cm,42 cm,,,,,,,,,,,,,,,1 year domestic warranty,Manufacturing defects,1 Year,"Burnt, broken damaged units, accesories, remote and mic",customer needs to approach nearest service center,,12,ABS plastic Chassis,,Yes,"Mic Echo, Mic volume, Bass, Treble, Mic proirity, Recording",75,220V,75 dB,,,,"₹15,790",4 Reviews,29,3.9,,,,,,https://www.flipkart.com/gadget-wagon-12-120-w-rms-bluetooth-trolley-speaker-usb-fm-radio-2-wireless-mics-karaoke-recording-option-echo-control-home-theatre/p/itmfdjr2ptwtewnr?pid=ACCFDJKD4XMZBFJ6&lid=LSTACCFDJKD4XMZBFJ6SYEFKN&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_7_253&otracker=browse&fm=organic&iid=625e16c7-c2a7-451c-8f2f-37f69972f75d.ACCFDJKD4XMZBFJ6.SEARCH&ppt=None&ppn=None&ssid=6cf8vd8ka80000001701147823343
CIHLEX,"CIHLEX Bluetooth Speaker Rechargeable Portable Wooden Speaker 5 W Bluetooth Home Theatre  (Grey, Stereo Channel)",1 Speaker,Bluetooth Speaker Rechargeable Portable Wooden Speaker,,Home Theatre,Yes,Yes,Stereo,5 W,Green,Wireless,2,Yes,Yes,Yes,300,BATTERY,16,,6 cm,12 cm,6 cm,1.5 m,,,,,,,,,,,,,,,MANUFACTURE DEFECT,,PHYSICAL DAMAGE,,,3.5,No,,,"ON/OFF, Call Buttorn, Next/Back",40,5,85 dB,50,,Wireless Bluetooth,₹549,2 Reviews,26,3.7,,,,,,https://www.flipkart.com/cihlex-bluetooth-speaker-rechargeable-portable-wooden-5-w-home-theatre/p/itmbc1a4096d99d6?pid=ACCGBC7EN3KJDZQB&lid=LSTACCGBC7EN3KJDZQBJKIY2K&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_7_254&otracker=browse&fm=organic&iid=625e16c7-c2a7-451c-8f2f-37f69972f75d.ACCGBC7EN3KJDZQB.SEARCH&ppt=None&ppn=None&ssid=6cf8vd8ka80000001701147823343
TOPLUS,"TOPLUS TP-18N9 BT 60 W Bluetooth Home Theatre  (Black, 4.1 Channel)","1 Woofer, Remote Control, Aux, 4 SPEAKERS",TP-18N9 BT,TP-18N9 BT,Home Theatre,Yes,Yes,4.1,60 W,Black,Wired & Wireless,,Yes,Yes,No,,,,,15 cm,20 cm,25 cm,10 m,,,,,,,,,,,,,,,,1 Year,,,,,,,,,,,,,,,"₹1,989",21 Reviews,287,3.4,131,29,36,17,74,https://www.flipkart.com/toplus-tp-18n9-bt-60-w-bluetooth-home-theatre/p/itmb429e96210979?pid=ACCGEG7HRHHYH3AM&lid=LSTACCGEG7HRHHYH3AMBCRAOW&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_7_255&otracker=browse&fm=organic&iid=625e16c7-c2a7-451c-8f2f-37f69972f75d.ACCGEG7HRHHYH3AM.SEARCH&ppt=None&ppn=None&ssid=6cf8vd8ka80000001701147823343
WOOS,"WOOS 3D Wireless Speaker With Mic/Led Light/recording/USB/SD Card/AUX/Built -in FM 5 W Bluetooth Home Theatre  (Black, Stereo Channel)","1 Bluetooth Speaker, 1 Microphone, 1 USB Cable",3D Wireless Speaker With Mic/Led Light/recording/USB/SD Card/AUX/Built -in FM,,Home Theatre,Yes,Yes,Stereo,5 W,Black,Wired & Wireless,2,Yes,Yes,Yes,70 HZ-18KHZ,,4OHMS,,8 cm,14 cm,8 cm,0.12 m,,,,,,,,,,,,,,N/A,N/A,,N/A,N/A,,52,"Yes, Hard plastic Chassis Chassis",,Wireless,,Greater than 40 dB,1,42 dB,Yes,,,₹890,1 Reviews,14,3.4,,,,,,https://www.flipkart.com/woos-3d-wireless-speaker-mic-led-light-recording-usb-sd-card-aux-built-in-fm-5-w-bluetooth-home-theatre/p/itm70c33d943f8be?pid=ACCGQCVYBTWBMKSW&lid=LSTACCGQCVYBTWBMKSWSFDX4M&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_7_256&otracker=browse&fm=organic&iid=625e16c7-c2a7-451c-8f2f-37f69972f75d.ACCGQCVYBTWBMKSW.SEARCH&ppt=None&ppn=None&ssid=6cf8vd8ka80000001701147823343
Panasonic,"Panasonic SC-HT460GW-K 100 W Bluetooth Home Theatre  (Black, 4.1 Channel)","1 Subwoofer, 1 Audio Cable, User Manual, Warranty Card, Remote Control",SC-HT460GW-K,,Home Theatre,Yes,No,4.1,100 W,Black,Wired & Wireless,1,Yes,No,No,20Hz-20KHz,AC Adapter,,,21.6 cm,28 cm,38.2 cm,8 m,113 mm,185 mm,97 mm,,,,,,,,,,,1 Year Warranty,Manufacturing Defects,1 Year,"Physical Damage, Scratch, Aesthetic Defects will Not be Covered Under Warranty",Onsite,,"Woofer: 6.5 Inch, Satellite: 3 Inch","Yes, Wood (Subwoofer), Plastic (Satellite) Chassis","Deep Base Sound, Seamless Sound Effect",Wireless,"Volume, Play, Pause, Track Control",70,AC 220 - 240 V,,180 Degrees,,,"₹8,877","1,303 Reviews","7,363",4.2,"4,360","1,593",489,225,696,https://www.flipkart.com/panasonic-sc-ht460gw-k-100-w-bluetooth-home-theatre/p/itm66cf5b5135ea5?pid=ACCGFGC6YZZDVFHG&lid=LSTACCGFGC6YZZDVFHGFJRBPO&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_7_257&otracker=browse&fm=organic&iid=en_EqrS7CYUuJIPpvWs1va96WaxUi8uBRAzoAl8DVxYd0GzmU-MbD8GhUsBfBeEx4AwhbKhNL8zistoh03IbCqg5Q%3D%3D&ppt=None&ppn=None&ssid=6cf8vd8ka80000001701147823343
SAREGAMA,"SAREGAMA Carvaan Telugu 10 W Bluetooth Home Theatre  (Cherrywood Red, Stereo Channel)","1 Music Player, 1 Charger, 1 User Manual, 1 Remote",SC03,Carvaan Telugu,Home Theatre,Yes,No,Stereo,10 W,Red,Wireless,,No,Yes,Yes,200-10000 Hz,AC Adapter,4 Ohms,,27 cm,17 cm,8 cm,1.2 m,,,,,,,,,,,,,,One Year domestic warranty against manufacturing defects,,1 Year,,,,,"Yes, ABS plastic Chassis",,Yes,"Previous, Next, Knob Dial, Volume, Mode Buttons",,,,,,,"₹6,790",5 Reviews,65,4,37,13,4,2,9,https://www.flipkart.com/saregama-carvaan-telugu-10-w-bluetooth-home-theatre/p/itmf4h6cxtnzwmfu?pid=ACCGGJG4SNWGYQWF&lid=LSTACCGGJG4SNWGYQWFJPJ4YQ&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_7_258&otracker=browse&fm=organic&iid=en_EqrS7CYUuJIPpvWs1va96WaxUi8uBRAzoAl8DVxYd0FQz3f0IjYo2zNsXPJfSdOmrtl8XhO23EOZLghtDQeXNQ%3D%3D&ppt=None&ppn=None&ssid=6cf8vd8ka80000001701147823343
Smartbeats,"Smartbeats 18000W PMPO S42 Harmony Multimedia FM USB SD Card 60 W Bluetooth Home Theatre  (Black, 4.1 Channel)","1 Active Subwoofer, 4 Satellite Speaker, 1 Remote, 1 Manual, 1 Aux Cable",S42 Harmony,18000W PMPO S42 Harmony Multimedia FM USB SD Card,Home Theatre,Yes,Yes,4.1,60 W,Black,Wired & Wireless,1,Yes,Yes,No,"40Hz-200Hz (Main Unit), 200Hz-20KHz (Satellite)",,"MAIN UNIT 4 OHMS, SATELLITE 8 OHMS",,35 cm,29 cm,25 cm,,70 mm,200 mm,100 mm,,,290 mm,200 mm,150 mm,,,,,,6 Months manufacturer Warranty,Manufacturing Defect covered,6 Months,Damaged not covered,Carry in,,"4 inch woofer, 3 inch Speaker",Yes,Wireless Bluetooth Music Streaming,Wireless Remote,"Volume, Play, Pause, Next, Previous,",,100 - 240V AC,55 dB,60 degree horizontal & 60 degree vertical,,,"₹2,249",4 Reviews,20,3.5,,,,,,https://www.flipkart.com/smartbeats-18000w-pmpo-s42-harmony-multimedia-fm-usb-sd-card-60-w-bluetooth-home-theatre/p/itmd800464ba1472?pid=ACCGQ5HZTFPM3AVF&lid=LSTACCGQ5HZTFPM3AVFA0IVZ5&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_7_259&otracker=browse&fm=organic&iid=625e16c7-c2a7-451c-8f2f-37f69972f75d.ACCGQ5HZTFPM3AVF.SEARCH&ppt=None&ppn=None&ssid=6cf8vd8ka80000001701147823343
SKYSTER,"SKYSTER JUMBO 2023 9500 W Bluetooth Home Theatre  (Black, 5.1 Channel)","5 Speaker With Bass Speaker, 1 Remote, Aux Cable",Jumbo 2023,JUMBO 2023,Home Theatre,Yes,,5.1,9500 W,Black,Wired & Wireless,1,Yes,Yes,,20Hz - 20kHz,AC Adapter,,,10 cm,15 cm,10 cm,,,,,,,,,,,,,,,,,,,,,,HARD PLASTIC Chassis Chassis,,,,,,,,,,"₹3,906",,,,,,,,,https://www.flipkart.com/skyster-jumbo-2023-9500-w-bluetooth-home-theatre/p/itm30d85378bc9eb?pid=ACCGNZKKPTKKYPE7&lid=LSTACCGNZKKPTKKYPE7GPUBUF&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_7_260&otracker=browse&fm=organic&iid=625e16c7-c2a7-451c-8f2f-37f69972f75d.ACCGNZKKPTKKYPE7.SEARCH&ppt=None&ppn=None&ssid=6cf8vd8ka80000001701147823343
SAREGAMA,"SAREGAMA Carvaan Tamil 10 W Bluetooth Home Theatre  (Cherrywood Red, Stereo Channel)","1 Music Player, 1 Charger, 1 User Manual, 1 Remote",Carvaan Tamil,,Home Theatre,Yes,No,Stereo,10 W,Red,Wireless,,No,Yes,,200-10000 Hz,Battery,4 Ohms,,28.9 cm,22.6 cm,8.4 cm,,,,,,,,,,,,,,,,,,,,,,"Yes, ABS Plastic Chassis",,Yes,"Previous, Next, Knob Dial, Volume, Mode Buttons",,"220 V, 50 Hz, 6 W",,,,,"₹6,290",68 Reviews,585,4.4,382,124,28,12,39,https://www.flipkart.com/saregama-carvaan-tamil-10-w-bluetooth-home-theatre/p/itmf7ds9xmzkqkfu?pid=ACCF7DQKBHUHAZVZ&lid=LSTACCF7DQKBHUHAZVZHTDHTS&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_7_261&otracker=browse&fm=organic&iid=en_EqrS7CYUuJIPpvWs1va96WaxUi8uBRAzoAl8DVxYd0FM71z5IpenrLZaE2IW--5j2UJWILwSbRHHm7s-kqc3Mw%3D%3D&ppt=None&ppn=None&ssid=6cf8vd8ka80000001701147823343
SAREGAMA,"SAREGAMA Carvaan Hindi 10 W Bluetooth Home Theatre  (Cherrywood Red, Stereo Channel)","1 Music Player, 1 Charger, 1 User Manual, 1 Remote",Carvaan Hindi,Carvaan Hindi,Home Theatre,Yes,No,Stereo,10 W,Red,Wireless,,No,Yes,Yes,200-10000 Hz,"AC Adapter, Battery",4 Ohms,,27 cm,17 cm,8 cm,1.2 m,,,,,,,,,,,,,,,,1 Year,"Warranty does not cover plastics parts, charger, remote or damage caused to the product due to improper installation by customer, normal wear and tear, display panel, damages caused to the product by accident, lightening, ingress of water, fire, dropping or excessive shock, any damage caused due to tampering of the product by an unauthorized agent, liability for loss of data",,,,"Yes, ABS Plastic Chassis",,yes,"Previous, Next, Knob Dial, Volume, Mode Buttons",,"230 V AC, 50 Hz, 6 W",,,,,"₹6,790","1,506 Reviews","15,831",4.5,"11,261","2,849",671,236,814,https://www.flipkart.com/saregama-carvaan-hindi-10-w-bluetooth-home-theatre/p/itmdd87c2f49575c?pid=ACCF4H4YA2GCZBZA&lid=LSTACCF4H4YA2GCZBZAKCRY2M&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_7_262&otracker=browse&fm=organic&iid=en_EqrS7CYUuJIPpvWs1va96WaxUi8uBRAzoAl8DVxYd0Htk66tp5izwD9loJ94JbUqNBFFBJYglwbr0ReKeinVWQ%3D%3D&ppt=None&ppn=None&ssid=6cf8vd8ka80000001701147823343
JVC,"JVC RV-Y80C 60 W Bluetooth Home Theatre  (Black, Stereo Channel)","1 Speaker, Carrying Strap, Adapter, 2 Battery AAA",RV-Y80C,,Home Theatre,Yes,Yes,Stereo,60 W,Black,Wireless,1,No,Yes,Yes,40 - 20000 Hz,AC Adapter,4,,27.5 cm,62 cm,25.5 cm,1.5 m,,,,,,,,,,,,,,1 Year Warranty,Accessories,1 Year,Burn and Damaged,Counter Service,,8 inch - Woofer,"No, Metal Magnetic Chassis",,Yes,"Volume, Pause",,"AC 220 - 230 V, 50 Hz",,,,DSP,"₹8,499",10 Reviews,47,3.9,26,5,7,1,8,https://www.flipkart.com/jvc-rv-y80c-60-w-bluetooth-home-theatre/p/itmfftzea2kmc5uh?pid=ACCFFTZECDMYND37&lid=LSTACCFFTZECDMYND37N32HSC&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_7_263&otracker=browse&fm=organic&iid=625e16c7-c2a7-451c-8f2f-37f69972f75d.ACCFFTZECDMYND37.SEARCH&ppt=None&ppn=None&ssid=6cf8vd8ka80000001701147823343
TOPLUS,"TOPLUS AE-180N9 Bluetooth Home Theatre (Black, 4.1 Channel) 60 W Bluetooth Home Theatre  (Black, 4.1 Channel)","1 Subwoofer, 4 Satellite Speakers, 1 Remote ,Aux Cable","AE-180N9 Bluetooth Home Theatre (Black, 4.1 Channel)",,Home Theatre,Yes,Yes,4.1,60 W,Black,Wired & Wireless,,Yes,Yes,Yes,,,,,15 cm,20 cm,25 cm,10 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"₹1,989",0 Reviews,3,3.7,,,,,,https://www.flipkart.com/toplus-ae-180n9-bluetooth-home-theatre-black-4-1-channel-60-w/p/itm0e13fb007ea52?pid=ACCGE63GR8Y8YDX6&lid=LSTACCGE63GR8Y8YDX6XENOZY&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_7_264&otracker=browse&fm=organic&iid=625e16c7-c2a7-451c-8f2f-37f69972f75d.ACCGE63GR8Y8YDX6.SEARCH&ppt=None&ppn=None&ssid=6cf8vd8ka80000001701147823343
Treadmill,"Treadmill TOP BARND TG-157 Wireless Super 3D BASS Led Light subwoofer Sound System with DJ Light Carry Speaker Support Bluetooth, FM Radio, USB, Micro SD Card Reader 10 W Bluetooth Home Theatre  (Black, 5.1 Channel)",1,"TOP BARND TG-157 Wireless Super 3D BASS Led Light subwoofer Sound System with DJ Light Carry Speaker Support Bluetooth, FM Radio, USB, Micro SD Card Reader",,Home Theatre,Yes,Yes,5.1,10 W,Black,Wired & Wireless,1,Yes,Yes,Yes,500,BATTERY,32,,6 cm,15 cm,8 cm,3.5 m,,,,,,,,,,,,,,NA,NA,,NA,NA,,52,"Yes, PLASTIC Chassis","shock proof With LED Light,which offers all around outdoor protection against dust and water., Ultra portable and multi-function playback: wireless Bluetooth speakers have built-in mic, fast connection for smartphones and all mobile phone",WIRLESS,PREV/NEXT - PLAY/PAUSE - VOL - RECORDING,40,5,42 dB,HARD ABS PLASTIC,Please charge full of electronics when you use it at first time.,BLUETOOTH,₹672,2 Reviews,19,3.9,,,,,,https://www.flipkart.com/treadmill-top-barnd-tg-157-wireless-super-3d-bass-led-light-subwoofer-sound-system-dj-carry-speaker-support-bluetooth-fm-radio-usb-micro-sd-card-reader-10-w-bluetooth-home-theatre/p/itm35ff41c38de2e?pid=ACCG6GKAMQH5ZZEQ&lid=LSTACCG6GKAMQH5ZZEQUOTC2R&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_7_265&otracker=browse&fm=organic&iid=625e16c7-c2a7-451c-8f2f-37f69972f75d.ACCG6GKAMQH5ZZEQ.SEARCH&ppt=None&ppn=None&ssid=6cf8vd8ka80000001701147823343
ZOPHORUS,"ZOPHORUS WS-1300 Wireless Portable speaker 10 W Bluetooth Home Theatre  (Disco Mic 15 W Bluetooth PA Speaker, 4.2 Channel)","1 speaker, 1 uusb cable",WS-1300 Wireless Portable Dynamic Thumping Bass Sound,WS-1300 Wireless Portable speaker,Home Theatre,Yes,Yes,4.2,10 W,Black,Wired & Wireless,2,No,Yes,Yes,500,BATTERY,32,,12 cm,10 cm,8 cm,10 m,8 mm,10 mm,12 mm,0.3 kg,0.3 kg,8 mm,10 mm,12 mm,0.3 kg,8 mm,10 mm,12 mm,,NA,NA,,NA,NA,,52,"Yes, PLASTIC Chassis",WS-1300 Wireless Portable Dynamic Thumping Bass Sound Disco Mic 15 W Bluetooth PA Speaker,WIRELEES,PREV/NEXT - PLAY/PAUSE - VOL - RECORDING,40,4.2,,HARD ABS PLASTIC,WS-1300 Wireless Portable Dynamic Thumping Bass Sound Disco Mic 15 W Bluetooth PA Speaker,,₹871,3 Reviews,61,3.5,,,,,,https://www.flipkart.com/zophorus-ws-1300-wireless-portable-speaker-10-w-bluetooth-home-theatre/p/itm29567dd55871e?pid=ACCGQ9TPJ5PZJTNG&lid=LSTACCGQ9TPJ5PZJTNGKN3C93&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_7_266&otracker=browse&fm=organic&iid=625e16c7-c2a7-451c-8f2f-37f69972f75d.ACCGQ9TPJ5PZJTNG.SEARCH&ppt=None&ppn=None&ssid=6cf8vd8ka80000001701147823343
SAREGAMA,"SAREGAMA Carvaan Marathi 10 W Bluetooth Home Theatre  (Porcelain White, Stereo Channel)","1 Music Player, 1 Charger, 1 User Manual, 1 Remote",Carvaan Marathi,,Home Theatre,Yes,No,Stereo,10 W,White,Wireless,,No,Yes,,200-10000 Hz,Battery,4 Ohms,,27 cm,17 cm,8 cm,1 m,,,,,,,,,,,,,,1 Year in-home warranty support (Domestic),Warranty of the product is limited to manufacturing defects only,1 Year,"Warranty does not cover plastics parts, charger, remote or damage caused to the product due to improper installation by customer, normal wear and tear, display panel, damages caused to the product by accident, lightening, ingress of water, fire, dropping or excessive shock, any damage caused due to tampering of the product by an unauthorized agent, liability for loss of data",,,,"Yes, ABS Plastic Chassis",,Yes,"Previous, Next, Knob Dial, Volume, Mode Buttons",,"230 V AC, 50 Hz, 6 W",,,,,"₹6,290",39 Reviews,502,4.3,334,98,19,10,41,https://www.flipkart.com/saregama-carvaan-marathi-10-w-bluetooth-home-theatre/p/itmf4h7atezapr7z?pid=ACCF4H5MDHTKR6PD&lid=LSTACCF4H5MDHTKR6PDPYNJTS&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_7_267&otracker=browse&fm=organic&iid=en_EqrS7CYUuJIPpvWs1va96WaxUi8uBRAzoAl8DVxYd0Er9XBtuHmyyWpYpiX6hFfawNrQDvLnqSPdBsLFsHgGyQ%3D%3D&ppt=None&ppn=None&ssid=6cf8vd8ka80000001701147823343
SAREGAMA,"SAREGAMA Carvaan Punjabi 10 W Bluetooth Home Theatre  (Porcelain White, Stereo Channel)","1 Music Player, 1 Charger, 1 User Manual, 1 Remote",Carvaan Punjabi,,Home Theatre,Yes,No,Stereo,10 W,White,Wireless,,No,Yes,,200-10000 Hz,Battery,4 Ohms,,27 cm,17 cm,8 cm,1.2 m,,,,,,,,,,,,,,1 Year in-home warranty support (Domestic),Warranty of the product is limited to manufacturing defects only,1 Year,"Warranty does not cover plastics parts, charger, remote or damage caused to the product due to improper installation by customer, normal wear and tear, display panel, damages caused to the product by accident, lightening, ingress of water, fire, dropping or excessive shock, any damage caused due to tampering of the product by an unauthorized agent, liability for loss of data",,,,"No, ABS Plastic Chassis",,Yes,"Previous, Next, Knob Dial, Volume, Mode Buttons",,"230 V AC, 50 Hz, 6 W",,,,,"₹5,990",7 Reviews,53,4.2,34,9,3,1,6,https://www.flipkart.com/saregama-carvaan-punjabi-10-w-bluetooth-home-theatre/p/itmffhjpyeyztv4r?pid=ACCFFHGP3RMHQ2GD&lid=LSTACCFFHGP3RMHQ2GDU2GEJ2&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_7_268&otracker=browse&fm=organic&iid=en_EqrS7CYUuJIPpvWs1va96WaxUi8uBRAzoAl8DVxYd0HcFdnMlwRiXWZd7osgVzC4yR3HK4E5MaUrVCqfGLwknw%3D%3D&ppt=None&ppn=None&ssid=6cf8vd8ka80000001701147823343
